"id","ways_index"
121399196,"[30784194L, 121510276L, 121510281L, 121510284L, 121399192L, 121510226L, 121100408L]"
121399199,"[30784194L, 121510222L, 121510223L, 26679376L, 26679350L]"
121399200,"[121399203L, 121399180L, 42412657L, 33639453L, 97291935L]"
121399203,"[121399200L, 121399180L, 42412657L, 33639453L, 97291935L]"
121399204,"[27262137L, 26812147L, 26812185L]"
121399206,"[106620122L, 5169068L, 26812150L, 121399319L]"
121399208,"[55885444L, 26679374L]"
121399210,"[26679392L, 41656962L, 121399363L, 128690888L, 27065929L, 41656946L, 120426546L, 128690898L, 121100443L, 121100444L]"
121399211,"[55885440L, 128690904L, 128690898L]"
121399216,"[42412801L, 121399331L, 42658821L, 42657738L, 121399308L, 121399299L, 121399225L, 121399229L, 42412798L]"
121399219,"[42660448L, 121399233L, 42660451L, 42360839L, 42661576L, 60110730L, 42663083L, 94119788L, 42502416L, 60110770L, 42360987L, 42357429L, 29268483L, 42502427L]"
121399221,"[121100437L, 120492000L, 120492003L, 27262001L, 27262025L, 106620138L, 121100415L, 8867282L, 121399313L, 121399346L, 42412470L, 121399319L, 106620122L, 121399295L, 121399228L, 121399262L, 42363103L]"
121399225,"[121399216L, 121399308L, 121399237L, 121399270L]"
121399227,"[42655224L, 121399328L, 121399235L, 121399275L]"
121399228,"[121399237L, 121399262L, 121399221L]"
121399229,"[121399216L, 42656113L]"
121399232,"[42655192L, 121399322L, 42655224L, 121399342L]"
121399233,"[121399235L, 121399219L]"
121399235,"[121399233L, 42659111L, 42657835L, 121399275L, 121399376L, 121399227L, 42360444L, 42360445L]"
121399237,"[121399301L, 121399270L, 55883848L, 42657457L, 121399225L, 121399228L, 42412574L]"
121399239,"[55820091L, 29235323L]"
121399247,"[121399327L, 42411883L, 121399340L, 29257716L, 121100438L, 121399416L, 42362139L, 25207519L]"
121399253,"[121399432L, 121399390L]"
121399256,"[60110819L, 121399337L, 127702571L, 121399468L, 121399406L, 127702577L, 42362547L, 127024534L, 103140442L, 25207515L, 60110813L]"
121399258,"[121399427L, 121399399L]"
121399259,"[121399353L, 121399443L]"
121399262,"[5169058L, 121399228L, 121399221L]"
121399264,"[121399320L, 22759942L]"
121399265,"[29201273L, 42354950L]"
121399266,"[42412657L, 121399396L]"
121399268,"[42360456L, 42360457L]"
121399269,"[121399145L, 121399181L]"
121399270,"[121399225L, 5169058L, 121399237L]"
121399272,"[121399145L, 121399181L, 121399166L]"
121399275,"[26812185L, 121399227L, 121399235L]"
121399276,"[42655224L, 26812185L]"
121399278,"[42655224L, 26812185L]"
121399282,"[121399419L, 121399443L]"
121399283,"[139378013L]"
121399285,"[42656113L, 60064575L]"
121399286,"[22759942L, 121399293L]"
121399288,"[121399181L, 121399158L]"
121399291,"[121399357L, 55820095L]"
121399292,"[26320977L, 121399149L]"
121399293,"[121399410L, 121399286L]"
121399295,"[5169058L, 121399221L]"
121399296,"[29201273L, 48051959L]"
121399298,"[121399368L, 121399386L]"
121399299,"[121399216L, 60064575L]"
121399301,"[5169058L, 121399237L]"
121399304,"[42412657L, 121399164L, 121399149L]"
121399305,"[42412657L, 121399149L]"
121399308,"[121399216L, 121399225L, 5169058L]"
121399311,"[121399145L, 48051223L]"
121399312,"[4822362L, 121399387L]"
121399313,"[5169058L, 121399221L]"
121399315,"[121399181L, 121399158L]"
121399319,"[121399221L, 121399206L]"
121399320,"[121399264L, 121399419L]"
121399322,"[42655224L, 26812185L, 121399232L]"
121399325,"[42363012L, 42363015L]"
121399327,"[121399356L, 121399247L]"
121399328,"[42655224L, 121399227L, 26812185L]"
121399331,"[121399216L, 5169058L]"
121399333,"[42412657L, 121399149L]"
121399334,"[121399380L, 55814900L]"
121399336,"[42656113L, 42660712L]"
121399337,"[121399256L]"
121399338,"[121100408L, 121399195L, 121510222L, 26679350L]"
121399340,"[121399410L, 121399247L]"
121399342,"[42655192L, 121399232L, 26812185L]"
121399343,"[121399381L, 121399374L]"
121399346,"[5169058L, 121399221L]"
121399348,"[42411988L]"
121399350,"[30784189L, 48051223L]"
121399352,"[42412026L]"
121399353,"[121399259L]"
121399355,"[29201273L, 121399431L]"
121399356,"[121399327L]"
121399357,"[121399291L]"
121399358,"[121399390L, 29201277L]"
121399361,"[27262222L]"
121399362,"[42412026L]"
121399363,"[4822362L, 121399210L]"
121399366,"[42354976L]"
121399368,"[121399298L]"
121399369,"[42354976L]"
121399374,"[121399343L]"
121399376,"[121399235L, 60064575L]"
121399380,"[121399334L]"
121399381,"[121399343L]"
121399383,"[42411963L]"
121399384,"[42655226L]"
121399386,"[121399298L]"
121399387,"[121399312L, 121399403L, 121399431L]"
121399390,"[121399358L, 121399428L, 121399414L, 121399253L]"
121399393,"[121399172L, 121399164L, 121399149L]"
121399396,"[27262137L, 121399266L, 26812167L]"
121399399,"[29201273L, 121399258L]"
121399403,"[121399387L, 121399149L]"
121399406,"[121399256L, 103140447L]"
121399408,"[121399428L, 55885566L]"
121399410,"[42412528L, 121399424L, 121399340L, 121399293L]"
121399412,"[128690874L]"
121399414,"[121399145L, 121399390L]"
121399416,"[121399247L]"
121399419,"[42655136L, 42655140L, 42412751L, 121399282L, 121399320L, 121399420L]"
121399420,"[121399419L]"
121399422,"[121399443L]"
121399424,"[121399410L]"
121399427,"[121399145L, 121399258L]"
121399428,"[121399408L, 121399390L]"
121399431,"[121399387L, 121399355L]"
121399432,"[121399149L, 121399253L]"
121399436,"[55820118L, 48051223L]"
121399443,"[25207520L, 121399140L, 42361094L, 42411883L, 121399282L, 121100438L, 121399259L, 121399422L]"
121399464,"[121399468L, 26812157L]"
121399465,"[103140475L, 121399467L]"
121399467,"[121399465L, 139378012L, 139378006L]"
121399468,"[121399464L, 121399256L, 103140442L]"
121399470,"[121399476L, 22759942L]"
121399472,"[121399480L, 121399482L]"
121399473,"[22760001L, 121399479L]"
121399476,"[121399480L, 121399470L]"
121399477,"[121399185L]"
121399478,"[121399187L]"
121399479,"[42412528L, 121399473L, 42412030L]"
121399480,"[42655136L, 42655140L, 42412751L, 121399472L, 121399476L]"
121399482,"[25207520L, 121399140L, 42361094L, 42411883L, 121399472L, 121399187L, 121100438L]"
121484363,"[26173794L, 121484364L]"
121484364,"[134811723L, 121484363L, 111818947L]"
121485649,"[86143960L, 53791190L]"
121486400,"[30833761L, 133483696L, 30833759L]"
121510213,"[121510218L, 121510215L]"
121510215,"[122090115L, 121510213L, 128753736L, 121510219L, 121510225L, 22799953L, 121904215L, 121510237L]"
121510216,"[138693092L, 24691206L]"
121510217,"[24691206L, 128753736L, 22799948L, 121510225L, 140014901L, 121904214L, 121904215L, 121510237L]"
121510218,"[128625056L, 32954667L, 121510213L, 138684423L, 138694667L]"
121510219,"[29813003L, 121510215L, 121904215L, 26679376L, 121510257L, 121510227L, 122345017L, 136728280L, 121100409L, 4948186L, 22799962L]"
121510220,"[121399184L, 101765108L]"
121510221,"[121510224L, 121510282L, 121399184L, 33639733L, 42364506L]"
121510222,"[121399338L, 121510223L, 26679376L, 26679350L, 121399199L]"
121510223,"[121510222L, 42364111L, 42364052L, 136728278L, 42364857L, 119617630L, 121399199L]"
121510224,"[26679376L, 119617635L, 21691079L, 121510282L, 27081703L, 121510221L, 42364111L, 26679345L, 121510258L, 121510228L, 136728278L, 121100409L, 42364506L, 119617628L, 106622973L]"
121510225,"[122090115L, 24691206L, 121510215L, 121510217L, 22799948L, 140014901L]"
121510226,"[27081703L, 27081704L, 121510281L, 121510283L, 26679342L, 121510280L, 121399195L, 121399196L]"
121510227,"[121510219L, 121510228L, 122345017L, 22799962L, 121510237L]"
121510228,"[121510283L, 26679342L, 121510224L, 121510227L, 136492308L, 121510231L, 22799962L]"
121510229,"[121510243L, 26679374L, 119617629L, 121510234L, 27081693L]"
121510231,"[122090115L, 27081703L, 121510282L, 42364111L, 26679376L, 26679345L, 119617635L, 121510228L, 136728278L, 121100409L, 119617628L, 106622973L]"
121510234,"[24459456L, 122345027L, 119617637L, 26679345L, 29813003L, 26679376L, 136728280L, 136867395L, 121510229L, 27081703L, 42454168L, 122344761L, 121100443L, 121100444L, 27081693L]"
121510237,"[121510215L, 29813003L, 119617637L, 121510279L, 121510217L, 121510282L, 65150891L, 26679376L, 26679345L, 121510227L, 27081684L, 27081703L, 136728280L, 121100409L, 22799962L, 121100443L, 121100444L]"
121510241,"[121510269L, 121510263L]"
121510243,"[121510282L, 27081684L, 27081693L, 121510229L]"
121510244,"[121510282L]"
121510246,"[136867395L, 26679345L, 121904216L, 121100409L, 27081693L]"
121510249,"[121510259L, 121510265L]"
121510251,"[121399184L]"
121510252,"[121510282L]"
121510253,"[121982785L, 122345026L, 122345027L, 42454165L]"
121510257,"[42454168L, 22799962L, 121510219L, 121904216L]"
121510258,"[121510224L, 26679345L, 121100408L, 26679342L]"
121510259,"[121510249L]"
121510263,"[121510241L]"
121510265,"[121510249L]"
121510266,"[42364968L]"
121510269,"[121510241L]"
121510271,"[121510280L, 121399195L]"
121510273,"[42364968L]"
121510276,"[121399196L, 121510281L]"
121510279,"[121399184L, 121510281L, 121510237L]"
121510280,"[26679376L, 121510226L, 26679350L, 121399191L, 121100408L, 121399195L, 121510271L]"
121510281,"[121510276L, 121510279L, 121510284L, 26679376L, 121399192L, 121510226L, 26679350L, 121100408L, 121399196L]"
121510282,"[119617632L, 121510243L, 121510244L, 65150887L, 121510252L, 121510221L, 121510224L, 65150897L, 27081684L, 121510231L, 42364506L, 121510237L]"
121510283,"[136728278L, 121510284L, 42364111L, 26679376L, 121510226L, 121510228L, 26679350L, 121100408L, 42364857L]"
121510284,"[121510281L, 121510283L, 26679342L, 33639733L, 42364506L, 121399196L]"
121510825,"[32920164L, 35028005L, 16266662L, 54669607L, 35028008L, 35028007L, 35028013L, 59946415L, 60550517L, 60550519L, 24806468L, 32920090L, 35354799L]"
121511194,"[121511204L, 121511206L, 55590328L, 55590332L, 121511197L]"
121511197,"[121511194L]"
121511199,"[121511208L, 121511202L]"
121511200,"[121511208L, 58478988L]"
121511201,"[121511205L]"
121511202,"[121511203L, 58478988L, 121511199L]"
121511203,"[121511202L]"
121511204,"[121511194L]"
121511205,"[121511209L, 121511201L]"
121511206,"[121511194L]"
121511208,"[121511200L, 58478988L, 121511199L]"
121511209,"[121511205L]"
121511423,"[121511425L]"
121511424,"[121511425L, 58692210L, 48914819L]"
121511425,"[121511424L, 121511423L]"
121511479,"[122100025L, 138690698L, 122100021L, 42415934L]"
121511480,"[32954934L]"
121511481,"[32954930L]"
121511482,"[32954934L]"
121511483,"[32954930L]"
121511484,"[122100016L, 122100018L, 32954931L]"
121511485,"[139881152L, 138690698L]"
121511486,"[136867396L, 139882024L, 22799950L, 22799952L, 121778743L, 122100027L]"
121511572,"[121901003L, 22799948L, 121657041L, 140014901L, 121511575L]"
121511573,"[139882019L, 139882024L, 80319849L, 138690698L, 122100015L, 136597128L, 138690677L, 122100440L, 122100031L, 136597130L]"
121511575,"[24459456L, 139882023L, 136597128L, 136597130L, 122100015L, 121511572L, 138690677L, 122100440L, 138685369L, 138690698L, 122100031L]"
121513014,"[35354801L, 54669607L, 26320967L, 34649127L]"
121513015,"[23116001L, 23116011L, 33407467L, 42746558L]"
121645658,"[120788305L]"
121649173,"[121649178L, 42491181L]"
121649178,"[42491218L, 121649173L]"
121649180,"[29421996L, 121651117L]"
121649183,"[29422115L, 32594266L, 121651211L, 29422026L]"
121649186,"[121651211L, 29422026L, 29422115L]"
121649187,"[29421985L, 119983731L, 121649269L]"
121649190,"[119983708L, 29422031L]"
121649192,"[29422026L, 29422115L, 121651125L]"
121649193,"[119983705L, 42372483L]"
121649196,"[119983712L, 25446438L]"
121649197,"[121649260L, 121651116L]"
121649200,"[121651192L, 121649255L]"
121649203,"[42490291L]"
121649207,"[29422187L, 29422069L]"
121649211,"[121651190L]"
121649212,"[121651188L, 121649238L]"
121649214,"[5169097L, 29422113L]"
121649215,"[121649276L, 32594221L]"
121649217,"[29422168L, 60500742L, 29422230L, 121651145L]"
121649218,"[29421996L, 121651116L]"
121649220,"[121651131L]"
121649224,"[29422187L, 121649276L]"
121649225,"[121651116L, 121651222L]"
121649226,"[29422176L, 121651130L, 29422141L]"
121649228,"[121651203L]"
121649231,"[121651133L]"
121649232,"[121651158L]"
121649235,"[121651133L]"
121649236,"[42425873L]"
121649238,"[121649212L]"
121649247,"[121651177L]"
121649252,"[80330757L, 80330719L]"
121649256,"[121649198L]"
121649258,"[121651160L, 121651131L]"
121649260,"[29422187L, 121649197L, 121651181L]"
121649261,"[121651158L]"
121649263,"[121651118L, 121653872L, 121653912L, 121653881L, 121653914L, 121649275L, 121653919L]"
121649264,"[121651171L]"
121649265,"[121649199L]"
121649266,"[121649201L]"
121649268,"[119983732L, 121651129L]"
121649269,"[121651217L, 119983730L, 121649187L]"
121649274,"[121651217L, 119983710L]"
121649275,"[29422187L, 29422069L, 121649263L]"
121649276,"[121649224L, 121651149L, 121651151L, 47502450L, 29422130L, 121649215L]"
121649279,"[42426787L, 30065156L, 30065189L, 29422141L, 128009712L, 114076957L, 60500727L, 42426045L]"
121651043,"[42357954L, 121651046L]"
121651044,"[121651048L, 42357954L, 42358074L]"
121651046,"[121651043L, 42357429L]"
121651048,"[121651044L]"
121651112,"[42489897L, 29277074L, 42489908L, 29277112L, 42489946L, 29277116L]"
121651115,"[29484730L, 121651116L]"
121651116,"[121654016L, 121649218L, 29422187L, 29277116L, 121649225L, 121651115L, 121651181L, 94253068L, 121649197L, 121651120L, 42398961L, 25446425L, 42490332L]"
121651117,"[42421515L, 121649180L, 114413853L, 114413855L, 42416678L, 114413852L, 114413871L, 114413872L, 119983797L, 30042461L, 114413881L, 114417470L, 30243135L, 30243136L, 31987296L, 40663110L, 114637127L, 40663116L, 42725716L, 42490325L, 42416732L, 31987293L, 29179104L, 42725731L, 109350694L, 50635631L]"
121651118,"[121651120L, 32594193L, 121649263L]"
121651120,"[39352392L, 42489897L, 121651116L, 121651118L, 121651156L, 29484789L, 42489908L, 121653914L, 42489915L, 42489918L, 42489887L]"
121651122,"[121651216L, 119983711L]"
121651124,"[29421996L, 121651178L]"
121651125,"[121649192L, 29422026L, 29422115L]"
121651129,"[121649268L, 121651221L]"
121651130,"[29422176L, 121649226L, 29422141L]"
121651134,"[29421996L, 114108317L]"
121651137,"[121651144L, 119983726L]"
121651138,"[121649249L, 121651170L]"
121651139,"[32594265L, 121651142L]"
121651141,"[121653881L, 121651154L]"
121651142,"[121651162L, 121651139L]"
121651144,"[121651137L, 29421996L]"
121651145,"[29422168L, 121649217L, 60500742L, 29422230L]"
121651146,"[40745414L, 58646135L]"
121651149,"[29422115L, 121649276L]"
121651151,"[29422115L, 121649276L]"
121651152,"[29422061L, 119983726L]"
121651154,"[121651162L, 125621039L, 121651141L, 56453295L]"
121651156,"[121651120L, 29422115L]"
121651160,"[121649258L]"
121651162,"[121651154L, 125621039L, 121651142L, 56453295L]"
121651166,"[42491218L, 80330757L, 80330719L]"
121651167,"[42491218L, 80330719L, 80330757L]"
121651169,"[121649198L]"
121651170,"[121651138L]"
121651172,"[121651175L]"
121651173,"[42489132L]"
121651175,"[121651172L]"
121651177,"[121649247L]"
121651178,"[119983736L, 121651124L]"
121651181,"[121649260L, 121651116L]"
121651184,"[121649250L]"
121651185,"[121649201L]"
121651188,"[121649212L]"
121651190,"[121649211L]"
121651192,"[121649200L]"
121651193,"[42425872L]"
121651194,"[121651171L]"
121651197,"[121649250L]"
121651198,"[121649199L]"
121651203,"[121649228L]"
121651205,"[121649249L, 121649255L]"
121651210,"[119983730L, 29422031L]"
121651211,"[121649186L, 121653911L, 121653901L, 121649183L]"
121651216,"[121651122L, 121651219L, 119983708L, 121651221L]"
121651217,"[121649274L, 121651218L, 121651220L, 121649269L]"
121651218,"[121651217L, 119983733L, 121651222L]"
121651219,"[121651216L, 119983731L, 114108317L]"
121651220,"[121651217L, 29179382L]"
121651221,"[121651216L, 121651129L, 29179113L]"
121651222,"[121649225L, 121651218L, 5168995L]"
121651349,"[51269169L, 30186469L]"
121651387,"[51269169L, 30186469L]"
121653857,"[121653888L, 121653858L, 94253064L, 42398961L, 121653910L, 121653915L, 121653916L]"
121653858,"[121653857L, 121653893L, 42398920L, 121653867L, 29204369L, 121653881L]"
121653859,"[121653864L, 121653890L, 121653895L, 121653871L]"
121653860,"[121653907L, 121653909L]"
121653864,"[121653859L, 42943381L]"
121653867,"[42398920L, 121653858L, 121653918L]"
121653869,"[121653884L, 121653885L]"
121653870,"[42943381L]"
121653871,"[121653882L, 121653859L, 121653899L]"
121653872,"[121649263L]"
121653873,"[121653917L]"
121653879,"[121653892L, 121653910L]"
121653880,"[121653890L, 84087403L, 121781862L]"
121653881,"[29204369L, 121653858L, 121649263L, 121651141L]"
121653882,"[121653899L, 121653901L, 121653871L, 84087410L, 84087414L]"
121653884,"[121653869L]"
121653885,"[121653869L]"
121653888,"[121653857L, 121653918L]"
121653890,"[121653880L, 121653859L]"
121653891,"[30748355L, 42454222L, 121653894L]"
121653892,"[121653913L, 121653917L, 84087414L, 121653879L]"
121653893,"[121653858L, 121653918L]"
121653894,"[121653912L, 121653897L, 121653891L, 121653911L]"
121653895,"[121653896L, 121653859L]"
121653896,"[84087400L, 121653918L, 121653895L]"
121653897,"[121653894L]"
121653899,"[121653882L, 121781862L, 121653871L]"
121653901,"[121653882L, 121651211L]"
121653903,"[32594266L, 32594167L]"
121653904,"[42490121L]"
121653905,"[42490135L]"
121653906,"[42490121L]"
121653907,"[121653860L]"
121653908,"[42490135L]"
121653909,"[121653860L]"
121653910,"[121653857L, 121653879L]"
121653911,"[121651211L, 121653894L]"
121653912,"[42489897L, 42489908L, 121653894L, 121649263L]"
121653913,"[42489908L, 121653892L, 42489897L]"
121653914,"[121651120L, 32594193L, 121649263L]"
121653915,"[121653857L, 84087403L]"
121653916,"[121653857L, 84087403L]"
121653917,"[121653873L, 121653892L]"
121653918,"[121653888L, 121653893L, 121653896L, 42943402L, 121653867L, 29277022L]"
121653919,"[29422187L, 29422069L, 121649263L]"
121654016,"[121654017L, 42490049L, 42489897L, 121651116L, 42489908L, 42489946L, 42490332L, 42489918L]"
121654017,"[121654016L, 42489901L]"
121657036,"[122100440L, 122100442L]"
121657039,"[121657048L, 122100441L, 128690897L, 42454101L]"
121657041,"[24459456L, 139882023L, 136597128L, 22799948L, 136597130L, 122100440L, 122100015L, 121511572L, 138690677L, 121991160L, 138685369L, 28440872L, 138690698L, 122100031L]"
121657045,"[121980930L, 42411592L, 26812137L, 42411402L, 26812139L, 42411426L, 128624211L, 121991159L, 27572729L, 42411594L, 42454101L]"
121657047,"[121980930L, 42411592L, 26812137L, 42411594L, 26812139L, 128624211L, 46032948L, 42454101L, 121991160L]"
121657048,"[121988940L, 121657039L]"
121657049,"[122100442L, 121988948L]"
121671233,"[121671234L, 54580998L]"
121671234,"[121671233L, 23892340L]"
121703386,"[27083803L, 121703408L, 40364945L, 27083800L, 107137435L, 27083802L]"
121703389,"[128620796L, 121703396L]"
121703396,"[128622947L, 128686641L, 128622925L, 138684144L, 128622929L, 23426804L, 121703389L, 29229119L]"
121703399,"[128883595L, 128883590L, 121703401L, 121703403L, 50633588L]"
121703401,"[27083801L, 121703399L]"
121703403,"[121703408L, 121703399L]"
121703405,"[121703410L, 121703412L]"
121703407,"[24804898L, 121703412L]"
121703408,"[121703386L, 121703403L, 107137435L]"
121703410,"[107137436L, 42367748L, 121703405L]"
121703412,"[128883593L, 121703405L, 128883542L, 121703407L]"
121703414,"[50633787L, 128883589L]"
121778742,"[136597122L, 136512005L, 136512006L, 136512007L, 136512008L, 136512009L, 136512002L, 25446414L, 114108304L, 136512017L, 136512019L, 136512022L, 136512026L, 136512027L, 136597110L, 26812102L, 42411339L, 136512013L, 121778774L, 121778775L, 128624218L, 46032990L, 26812131L, 26812137L, 136511986L, 136511990L]"
121778743,"[138694680L, 26152148L, 122100440L, 138694650L, 34319868L, 121511486L]"
121778744,"[121778752L, 121778750L]"
121778745,"[121778747L, 121778748L]"
121778746,"[121778753L, 128753739L, 128753726L]"
121778747,"[121778745L]"
121778748,"[121778745L]"
121778749,"[121778753L]"
121778750,"[121778744L]"
121778751,"[121778753L]"
121778752,"[121778744L]"
121778753,"[128624214L, 121778746L, 128624219L, 121778749L, 128753726L, 121778751L]"
121778769,"[114108310L, 25446415L, 42398512L, 136512018L, 42398675L, 114391764L, 114391766L, 136512024L, 114391771L]"
121778770,"[42367940L]"
121778771,"[42367942L]"
121778772,"[42367940L]"
121778773,"[42367942L]"
121778774,"[121778742L, 26812135L]"
121778775,"[121778742L, 26812135L]"
121781859,"[84381708L, 29235110L, 47504774L]"
121781860,"[47504770L, 26812142L]"
121781861,"[47502978L, 47503021L]"
121781862,"[30748354L, 84087396L, 121653899L, 42399340L, 42454222L, 84515031L, 121653880L, 84515034L]"
121781863,"[121781880L, 84381708L]"
121781864,"[47502960L, 121781875L]"
121781865,"[121781873L, 47504391L]"
121781866,"[29235120L, 29422181L]"
121781867,"[25446417L, 26812130L]"
121781868,"[25446417L, 26812130L]"
121781869,"[29235161L, 136512031L]"
121781870,"[29235120L, 29235126L]"
121781871,"[47504770L, 42454284L]"
121781872,"[121781877L, 121781879L]"
121781873,"[121781865L, 26812141L]"
121781874,"[47504770L, 42454284L]"
121781875,"[121781864L, 29276912L]"
121781876,"[42367968L]"
121781877,"[121781872L]"
121781878,"[42367968L]"
121781879,"[121781872L]"
121781880,"[29277038L, 121781863L]"
121782617,"[121782624L, 121903990L, 121903961L, 30152218L, 33613407L]"
121782619,"[24476187L, 34104260L, 24476293L, 131710742L, 121782631L, 103016682L, 30041863L, 30802555L, 30802610L, 30802563L, 34104246L, 24476184L, 34104249L, 25081372L, 59174469L]"
121782620,"[30748992L, 30766370L, 30748997L, 9477031L, 30766219L, 38354323L, 34104210L, 131710737L, 38354322L, 42709331L, 38354324L, 131710739L, 34104249L, 34104250L, 34104221L, 34104275L]"
121782621,"[127843403L, 128490596L, 30152235L, 59181741L, 127843506L, 59181715L, 42748057L, 127843742L]"
121782622,"[121903976L, 121903978L, 103255993L, 103505918L, 103505919L]"
121782624,"[22036897L, 128490599L, 121782617L, 30152218L, 127843742L, 33613407L]"
121782625,"[121782627L, 121782628L, 121782630L, 121782631L, 42674027L]"
121782626,"[121782631L, 4857383L]"
121782627,"[121782631L, 121782625L, 121782629L, 4857383L, 42674027L, 24269456L]"
121782628,"[121903961L, 121782629L, 121782630L, 121782625L]"
121782629,"[121782627L, 121782628L, 4857383L, 24269456L, 121903961L]"
121782630,"[121782625L, 121782628L, 103255993L]"
121782631,"[121782625L, 121782626L, 121782627L, 127843745L, 42674027L, 30041863L, 121782619L]"
121803025,"[29277038L, 84381703L]"
121901003,"[28440872L, 121511572L, 22799948L, 140014901L]"
121901965,"[42453565L, 121902167L]"
121901966,"[42453565L, 121902167L]"
121902167,"[121901965L, 121901966L]"
121903954,"[121903955L, 33681029L]"
121903955,"[103143720L, 121903954L]"
121903957,"[29268794L, 103143708L, 121903958L]"
121903958,"[33681034L, 121903957L]"
121903959,"[121903970L, 33071299L, 33071300L, 33611817L, 121903990L, 59217015L]"
121903961,"[121782628L, 121782629L, 121903987L, 121903988L, 121903990L, 121782617L]"
121903962,"[121903968L, 30186946L, 136965836L, 26812204L, 22800081L]"
121903963,"[136965836L, 29257270L]"
121903964,"[121903984L, 121903985L]"
121903965,"[]"
121903966,"[121903986L, 121903982L]"
121903968,"[121903962L, 136965836L]"
121903969,"[121903972L]"
121903970,"[33071299L, 121903978L, 121903991L, 30803437L, 121903990L, 121903959L]"
121903971,"[121903972L]"
121903972,"[121903969L, 121903971L]"
121903973,"[136965836L, 29257270L]"
121903974,"[24399561L]"
121903976,"[121903978L, 33071299L, 121903989L, 121782622L]"
121903977,"[136965836L]"
121903978,"[121903970L, 121903976L, 30803437L, 121903991L, 121782622L]"
121903979,"[]"
121903980,"[136965836L, 29257270L]"
121903981,"[29257674L]"
121903982,"[121903966L]"
121903984,"[121903964L]"
121903985,"[121903964L]"
121903986,"[121903966L]"
121903987,"[121903961L, 121903988L, 121903989L]"
121903988,"[24269456L, 121903961L, 121903987L, 121903989L]"
121903989,"[121903976L, 33071299L, 121903988L, 121903987L]"
121903990,"[121903970L, 33071299L, 121903961L, 121903959L, 121782617L, 129597759L]"
121903991,"[121903970L, 33071301L, 121903978L, 30803437L, 24269496L, 103505914L, 103505917L]"
121903993,"[25686353L]"
121904052,"[128625056L, 22799985L, 138684426L]"
121904214,"[121510217L, 33455775L, 138690684L, 121904215L]"
121904215,"[121510217L, 121510219L, 121904214L, 121510215L]"
121904216,"[24459456L, 122345027L, 121510246L, 121510257L, 29813003L, 136728280L, 26679376L, 42454168L, 136867395L, 121100409L, 122345017L, 136867389L]"
121904727,"[121904728L]"
121904728,"[121904727L]"
121907188,"[121907220L, 121907205L]"
121907189,"[121907205L, 121907215L]"
121907190,"[121907229L, 29309164L, 26403781L, 27031247L]"
121907191,"[121907228L, 121907230L]"
121907192,"[121907225L, 121907212L]"
121907193,"[121907216L, 121907204L]"
121907194,"[121907224L, 121907219L]"
121907195,"[121907232L, 26403781L, 121907230L, 27031247L]"
121907196,"[121907204L, 121907214L]"
121907197,"[121907216L, 121907204L]"
121907198,"[121907205L, 121907215L]"
121907199,"[121907204L, 121907214L]"
121907200,"[121907229L, 121907231L]"
121907201,"[121907212L, 121907225L]"
121907202,"[121907224L, 121907219L]"
121907203,"[121907220L, 121907205L]"
121907204,"[50636553L, 23215406L, 121907225L, 121907193L, 109349636L, 121907196L, 121907197L, 121977758L, 121907199L]"
121907205,"[121907203L, 109349636L, 121977758L, 50636553L, 23215406L, 121907188L, 121907189L, 121907224L, 121977757L, 121907198L]"
121907207,"[121907226L, 121907212L, 106996974L]"
121907210,"[121907219L, 121907227L, 106996974L]"
121907212,"[121907192L, 121907201L, 121907222L, 121907207L]"
121907214,"[121907217L, 121907196L, 121907222L, 121907199L]"
121907215,"[121907223L, 121907189L, 121907221L, 121907198L]"
121907216,"[29309168L, 121907217L, 121907197L, 121907193L]"
121907217,"[121907216L, 121907214L]"
121907218,"[121907219L, 121907220L]"
121907219,"[121907210L, 121907218L, 121907194L, 121907202L]"
121907220,"[121907188L, 121907218L, 121907203L, 121907221L]"
121907221,"[121907220L, 121907215L]"
121907222,"[121907212L, 121907214L]"
121907223,"[42746887L, 29131107L, 121907215L]"
121907224,"[121907202L, 121907205L, 109349606L, 47576905L, 121907194L]"
121907225,"[121907201L, 121907204L, 109349606L, 47576905L, 121907192L]"
121907226,"[29292512L, 121907230L, 121907207L]"
121907227,"[29292512L, 121907210L, 121907229L]"
121907228,"[23215490L, 26403781L, 42415206L, 60495784L, 106995827L, 42413942L, 121907191L]"
121907229,"[121907200L, 23215490L, 26403781L, 42415206L, 29292327L, 42414441L, 42413942L, 121907190L, 121907227L]"
121907230,"[23215490L, 26403781L, 42415206L, 42413942L, 121907191L, 121907226L, 121907195L]"
121907231,"[121907200L, 23215490L, 26403781L, 29292327L, 42414441L, 104131024L, 106995827L]"
121907232,"[26403777L, 121980168L, 121980172L, 30152269L, 29309166L, 27031247L, 28947794L, 121907195L, 107135868L]"
121908027,"[30070503L, 121908031L]"
121908031,"[121908027L]"
121965169,"[121965181L, 121965173L]"
121965171,"[121965188L, 121965174L]"
121965172,"[121965192L, 121965185L]"
121965173,"[121965192L, 121965169L]"
121965174,"[121965186L, 121965189L, 120407431L, 121965171L, 122995295L]"
121965177,"[121965203L, 121965201L]"
121965181,"[121965201L, 121965169L]"
121965182,"[121965203L, 121965183L]"
121965183,"[121965182L]"
121965185,"[121965172L, 121965198L]"
121965186,"[121965195L, 121965174L]"
121965188,"[121965171L, 121965197L]"
121965189,"[121242112L, 121965174L]"
